gameId,Date,Team,opponent,Home,Away,Result,Section,ToquesCentroÁrea,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,ProgCarry,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,LBPOwnHalf,LBP,Juego dentro del área,juego interior,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,HighPrsrApp,GrndDlWn,FwdPass%,FwdPass,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,%PassFwd,TakeOn,PsRec,KeyPass,Int,Duels,Crosses,BgChnc,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
2026-08-17_DEP-ELC,2026-08-17 00:00:00,DEP,ELC,True,False,D 1-1,Total,2,28.1%,40.6%,2.64,55.3%,4,47,60,59,13,63,27,17,44,1,26,2,40,55,9,432,31,29.2%,117,0.042,9,18,22,0,25.7%,27.7%,29.2%,8,325,5,4,86,11,0,17,8,0,16,0,16,11,11,0,-,594,401,81.3%,76.2%,6,1,0.23,0.34,7,8,3,37.5%,56.0%,46.5%,52.9%,30,1
2026-08-24_MAL-DEP,2026-08-24 00:00:00,DEP,MAL,False,True,D 1-1,Total,2,43.5%,56.5%,3.09,67.3%,1,84,57,41,18,57,25,37,62,1,31,3,40,42,1,296,36,26.1%,113,0.187,10,21,12,1,26.3%,28.6%,26.1%,20,387,4,10,96,12,1,13,20,0,16,0,16,11,11,0,-,607,433,89.4%,77.2%,5,1,0.57,1.12,5,6,4,66.7%,29.4%,45.8%,61.5%,34,1
