gameId,Date,Team,opponent,Home,Away,Result,Section,ToquesCentroÁrea,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,ProgCarry,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,LBPOwnHalf,LBP,Juego dentro del área,juego interior,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,HighPrsrApp,GrndDlWn,FwdPass%,FwdPass,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,%PassFwd,TakeOn,PsRec,KeyPass,Int,Duels,Crosses,BgChnc,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
2026-08-23_ELC-BAR,2026-08-23 00:00:00,BAR,ELC,False,True,W 5-0,Total,13,23.3%,46.7%,3.27,51.7%,3,67,56,50,30,69,28,53,82,1,55,2,49,44,5,329,43,30.0%,160,0.398,2,31,16,8,26.6%,28.5%,30.0%,18,463,6,11,91,3,9,21,18,16,0,0,48,55,0,55,-,734,533,86.9%,81.2%,10,4,1.32,4.38,11,11,7,63.6%,29.0%,60.4%,57.1%,36,5
2026-08-27_BAR-ATH,2026-08-27 00:00:00,BAR,ATH,True,False,W 2-0,Total,21,26.3%,42.1%,3.09,73.4%,2,98,79,36,33,114,42,61,103,0,67,1,70,22,4,225,33,29.6%,184,0.193,9,23,20,3,27.9%,23.5%,29.6%,23,559,16,7,85,18,4,17,23,16,0,0,48,22,0,22,-,823,621,90.2%,86.0%,17,1,2.43,4.24,17,22,10,45.5%,57.1%,49.4%,52.9%,34,2
