Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
1,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),6zlh4hhvenk2hv5qtvk7xj0gk,2026-08-27 18:30:00,6f27yvbqcngegwsg2ozxxdj4,true,false,false,true,false,CEL,CEL,2l0ldgiwsgb8d6y3z0sfgjzyj,OSA,OSA,450,L 1-2,Claudio Giráldez,14,157.00,45.5%,48.5%,18,17,3,48,62,48.4%,54.5%,59.4%,48,16,81,12,81,1.00,71,0,46.7%,13,7,0,71,118,151,118,80,269,5,1,0,0,25.5%,142,0.14,59.2%,16,17,2,1,431,37.2,19.00,-,9.5%,0.0%,0.0%,41.0%,29.0,25.5%,4,14,0
2,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),75lf3n4wfifs1thc01rv7lvkk,2026-08-22 17:30:00,6f27yvbqcngegwsg2ozxxdj4,false,true,false,false,true,CEL,CEL,ba5e91hjacvma2sjvixn00pjo,VAL,VAL,191,D 0-0,Claudio Giráldez,8,208.00,20.0%,26.7%,19,20,3,58,82,61.2%,47.6%,42.6%,22,20,65,8,65,6.00,138,0,46.5%,4,9,0,60,112,150,128,74,262,3,0,0,0,24.1%,148,0.62,65.8%,14,31,1,0,460,35.2,12.00,-,11.1%,14.8%,0.0%,23.6%,33.6,24.1%,7,14,1
