Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
1,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),74mxh8k281gelgxpzaagmamfo,2026-08-24 19:30:00,1r541mega6d838hi0p44sv0h2,false,true,false,false,true,DEP,DEP,7012hpp3p5vg4fzyn3h0yvf09,MAL,MAL,182,D 1-1,Antonio Hidalgo,24,109.00,43.5%,56.5%,18,14,2,41,84,37.2%,52.8%,61.9%,37,15,62,12,62,4.00,31,0,48.4%,5,3,0,91,161,97,114,53,258,9,1,0,0,26.1%,113,1.12,51.4%,25,16,3,1,368,38.4,20.00,-,22.7%,9.1%,18.2%,21.2%,29.4,26.1%,6,12,1
2,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),7000rk9jiemwpjw2i9tnpim8k,2026-08-17 19:00:00,1r541mega6d838hi0p44sv0h2,true,false,false,false,true,DEP,DEP,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,D 1-1,Antonio Hidalgo,17,118.00,28.1%,40.6%,16,11,3,41,47,42.0%,37.8%,54.2%,17,10,44,8,44,5.00,26,0,53.7%,4,6,0,80,188,176,189,95,364,5,0,1,0,29.2%,117,0.34,55.4%,28,12,1,3,268,33.1,8.00,-,7.7%,7.7%,7.7%,37.9%,22.3,29.2%,8,11,0
