gameId,Date,Team,opponent,Home,Away,Result,Section,ToquesCentroÁrea,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,ProgCarry,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,LBPOwnHalf,LBP,Juego dentro del área,juego interior,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,HighPrsrApp,GrndDlWn,FwdPass%,FwdPass,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,%PassFwd,TakeOn,PsRec,KeyPass,Int,Duels,Crosses,BgChnc,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
2026-08-15_ALA-GET,2026-08-15 00:00:00,ALA,GET,True,False,W 3-0,Total,12,38.7%,45.2%,2.45,45.2%,0,62,70,46,13,50,23,18,41,1,34,4,31,40,7,294,36,39.0%,138,0.107,4,23,10,3,26.6%,21.5%,39.0%,18,287,10,7,102,21,3,28,18,16,0,0,48,33,0,33,-,549,354,81.1%,68.0%,12,2,0.59,1.93,15,18,8,44.4%,35.7%,50.0%,53.6%,28,3
2026-08-20_RAY-ALA,2026-08-20 00:00:00,ALA,RAY,False,True,D 1-1,Total,13,32.3%,35.5%,3.64,61.7%,1,66,74,50,14,71,31,29,60,0,53,3,33,46,5,280,42,35.3%,120,0.133,6,21,13,3,21.5%,24.7%,35.3%,28,272,11,10,104,27,4,29,28,0,16,0,16,11,11,0,-,548,340,80.3%,74.6%,11,0,1.4,2.0,12,15,3,20.0%,43.5%,55.8%,55.2%,42,1
2026-08-28_ALA-VIL,2026-08-28 00:00:00,ALA,VIL,True,False,W 1-0,Total,3,12.0%,20.0%,3.45,-,0,34,60,57,16,31,0,0,0,1,18,0,0,30,0,0,37,48.5%,95,0.081,7,46,11,1,15.3%,16.8%,48.5%,21,143,4,17,107,13,1,25,21,16,0,0,48,11,0,11,-,437,196,73.0%,61.3%,5,1,0.51,0.73,9,9,2,22.2%,42.4%,46.7%,52.0%,39,1
