gameId,Date,Team,opponent,Home,Away,Result,Section,ToquesCentroÁrea,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,ProgCarry,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,LBPOwnHalf,LBP,Juego dentro del área,juego interior,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,HighPrsrApp,GrndDlWn,FwdPass%,FwdPass,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,%PassFwd,TakeOn,PsRec,KeyPass,Int,Duels,Crosses,BgChnc,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
2026-08-15_SEV-RAY,2026-08-15 00:00:00,RAY,SEV,False,True,L 1-2,Total,6,35.9%,46.2%,3.45,41.3%,0,35,63,86,14,25,8,29,37,0,17,1,23,22,4,280,42,45.4%,152,0.315,10,30,12,2,17.9%,23.6%,45.4%,21,244,4,11,124,15,3,40,21,0,0,16,0,11,22,-11,-,554,335,73.1%,60.0%,4,0,0.31,1.89,6,6,3,50.0%,47.6%,50.0%,50.0%,39,1
2026-08-20_RAY-ALA,2026-08-20 00:00:00,RAY,ALA,True,False,D 1-1,Total,4,25.0%,32.1%,3.36,55.8%,2,58,67,56,16,53,14,27,41,1,32,3,41,26,5,306,33,36.5%,118,0.053,8,30,11,1,27.6%,22.3%,36.5%,17,255,6,10,104,22,1,29,17,0,15,0,15,11,11,0,-,522,323,78.9%,84.9%,7,1,0.32,0.42,7,8,3,37.5%,40.0%,44.2%,44.8%,38,1
