Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
1,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),74bcvvm904qkcuhw7x2eun9jo,2026-08-23 17:30:00,1n1j0wsl763lq7ee1k0c11c02,true,false,true,false,false,GET,GET,bzkwzatvwahmbzok1ymm5vqa1,RAC,RAC,189,W 1-0,José Bordalás,16,132.00,26.9%,42.3%,18,25,3,33,44,44.6%,41.7%,53.2%,43,12,63,8,63,7.00,47,1,53.5%,5,6,0,69,147,172,178,72,319,8,1,0,0,41.9%,139,1.24,57.6%,21,20,7,3,226,37.5,28.00,-,30.4%,8.7%,21.7%,44.6%,23.0,41.9%,12,31,1
2,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),6ypvv07mjqz0hg3voh3u7gges,2026-08-15 17:30:00,1n1j0wsl763lq7ee1k0c11c02,false,true,false,true,false,GET,GET,4dtdjgnpdq9uw4sdutti0vaar,ALA,ALA,173,L 0-3,José Bordalás,20,112.00,16.1%,22.6%,7,15,1,28,55,47.8%,48.5%,56.5%,35,13,58,5,58,3.00,38,0,52.7%,5,2,0,68,124,106,95,67,230,9,0,0,0,35.7%,121,0.24,50.0%,27,15,2,0,271,36.0,19.00,-,31.8%,27.3%,0.0%,14.0%,26.9,35.7%,6,14,0
