Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
1,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),77u4mb46sh7ns37earpemj6l0,2026-08-28 17:00:00,bzkwzatvwahmbzok1ymm5vqa1,true,false,true,false,false,RAC,RAC,4yg9ttzw0m51048doksv8uq5r,ELC,ELC,954,W 3-2,José Alberto López Menéndez,27,125.00,30.0%,36.7%,16,19,4,39,25,33.7%,46.2%,62.8%,41,20,66,19,66,10.00,47,1,55.5%,5,3,0,127,195,135,132,71,330,7,3,0,0,43.2%,164,1.72,53.8%,36,11,0,0,285,38.7,13.00,-,25.0%,18.8%,18.8%,84.3%,19.4,43.2%,13,7,4
2,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),74bcvvm904qkcuhw7x2eun9jo,2026-08-23 17:30:00,bzkwzatvwahmbzok1ymm5vqa1,false,true,false,true,false,RAC,RAC,1n1j0wsl763lq7ee1k0c11c02,GET,GET,1450,L 0-1,José Alberto López Menéndez,11,129.00,40.9%,45.5%,19,15,2,45,73,55.4%,58.3%,58.3%,41,15,73,16,73,3.00,52,0,53.0%,6,9,0,70,138,139,131,76,277,10,0,0,0,36.7%,172,1.31,62.1%,38,13,0,1,327,32.4,17.00,-,28.0%,12.0%,32.0%,20.6%,22.4,36.7%,6,14,2
3,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),716vp99sj88laxm7ujwt3ua6s,2026-08-16 15:00:00,bzkwzatvwahmbzok1ymm5vqa1,true,false,false,false,true,RAC,RAC,74mcjsm72vr3l9pw2i4qfjchj,VIL,VIL,449,D 2-2,José Alberto López Menéndez,52,184.00,25.7%,28.6%,11,29,5,56,48,38.5%,45.4%,50.2%,43,21,87,17,87,9.00,56,2,56.5%,11,5,0,140,206,135,116,85,341,7,2,0,0,40.6%,153,1.87,54.8%,26,18,0,0,209,38.9,27.00,-,54.5%,9.1%,24.2%,39.0%,23.3,40.6%,17,12,2
