gameId,Date,Team,opponent,Home,Away,Result,Section,ToquesCentroÁrea,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,Recuperaciones Campo Rival/90,PsFwdHighPrsrCmp%,PsCmpSoP,ProgCarry,PérdidasCampoRival,PerdidasCampoPropio,PasesCmpCampoRival,Pases en Ultimo Tercio,LBPOppHalf,LBPOwnHalf,LBP,Juego dentro del área,juego interior,IntoOutRuns,InBehindRuns,HighTurnovers,HighPrsrBallWon,HighPrsrApp,GrndDlWn,FwdPass%,FwdPass,ExpG/Shot,Disposs,ClrncD3,CambiosOrientación,BgChncCrtd,%PassRight,%PassLeft,%PassFwd,TakeOn,PsRec,KeyPass,Int,Duels,Crosses,BgChnc,Aerials,1v1,W,D,L,P,GF,GA,GD,Poss%,Touches,PsAtt,Pass%,Ps%InA3rd,Chance,Ast,xA,ExpG,ShotExcBlk,Shot,SOG,OnTarget%,Tackle%,Duel%,Aerial%,Recovery,Goal
2026-08-19_ATM-MAL,2026-08-19 00:00:00,MAL,ATM,False,True,L 0-2,Total,5,20.0%,35.0%,3.36,49.2%,2,52,48,70,17,108,23,38,61,0,69,1,34,18,2,342,48,29.1%,136,0.029,8,22,14,0,26.1%,28.9%,29.1%,24,394,2,13,105,2,0,18,24,0,0,16,0,0,22,-22,-,660,467,84.6%,87.0%,2,0,0.32,0.15,3,5,1,20.0%,37.9%,51.4%,33.3%,38,0
2026-08-24_MAL-DEP,2026-08-24 00:00:00,MAL,DEP,True,False,D 1-1,Total,6,32.1%,32.1%,3.27,55.6%,5,72,62,43,20,109,36,28,64,0,69,4,33,47,22,299,47,22.0%,116,0.15,12,12,31,0,31.1%,32.2%,22.0%,28,473,5,4,96,13,2,13,28,0,16,0,16,11,11,0,-,704,528,89.6%,87.2%,5,0,0.33,1.95,10,13,2,15.4%,56.0%,54.2%,38.5%,37,1
