Rank,leagueId,leagueName,seasonId,seasonName,seasonNameLong,leagueNameLong,gameId,Date,teamId,Home,Away,Win,Loss,Draw,Team,abbrevName,opponentId,opponentToken,opponent,opponentTeamImageId,Result,Manager,TouchOpBox,Toques Tercio Rival P90,Recuperaciones entre 5 segundos %,Recuperaciones entre 10 segundos %,RcvryM3,RcvryD3,RcvryA3,ProgPass,ProgCarry,Poss% Campo Rival,Poss% Campo Defensivo,Poss% Campo Def (Equipo),LBPOwnHalf,LBPIntoA3,LBP Mid Line,LBP Def Line,LBP,KeyPassPer90,juego interior,HighTOEndGoal,HighPrsrPerOppTchD3,HighPrsrBWOppHfLft,HighPrsrBWOppHfRght,HighPrsrBWToShot10s,HighPrsrAppD3,HighPrsrAppOwnHalf,HighPrsrAppOppHalf,HighPrsrAppM3,HighPrsrAppA3,HighPrsrApp,GoalKick,GolCarrilCentral,GolBanIZQ,GolBanDER,FwdPass%,FwdPass,ExpG,Duelos ganados ctl,Duelos Def,ConduccProg,centros 3_4 izq,centros 3_4 der,CarryPass,AvgPossWidth,1v1/90,%TeamPropHighPrsr,% Attack through Left Flank,% Attack through Middle,% Attack through Right Flank,AvgWP,AvgPossTime,%PassFwd,ShtIncBl,Crosses,BgChnc
1,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),78siwc5vq2syzzawbuf8rmsr8,2026-08-29 19:30:00,10eyb18v5puw4ez03ocaug09m,true,false,false,true,false,SEV,SEV,4ku8o6uf87yd8iecdalipo6wd,ATM,ATM,175,L 1-3,Luis García,16,213.00,50.0%,57.9%,14,15,9,53,50,59.3%,28.6%,37.4%,0,0,0,0,0,17.00,53,1,0.0%,0,0,0,0,0,0,0,0,0,4,1,0,0,37.9%,136,0.96,52.9%,18,16,4,6,255,38.1,19.00,-,41.4%,10.3%,17.2%,7.4%,22.6,37.9%,21,23,1
2,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),72ps1vdo87zlm1ijk9fnyrcic,2026-08-22 15:00:00,10eyb18v5puw4ez03ocaug09m,false,true,true,false,false,SEV,SEV,3czravw89omgc9o4s0w3l1bg5,ATH,ATH,174,W 3-1,Luis García,35,66.00,21.9%,28.1%,20,20,1,24,42,25.2%,41.9%,69.8%,24,9,34,8,34,3.00,18,2,48.9%,4,4,0,115,202,128,156,59,330,9,3,0,0,45.1%,128,1.26,47.9%,48,14,0,1,153,37.2,16.00,-,22.2%,16.7%,16.7%,78.6%,19.2,45.1%,7,8,2
3,34pl8szyvrbwcmfkuocjm3r6t,Primera División,830epggffy1nfkfyrtpqdwhlg,2026/2027,Primera División 2026/2027 (Spain),Primera División (Spain),71zqp0xwkbtm50t332jrwt0yc,2026-08-15 19:30:00,10eyb18v5puw4ez03ocaug09m,true,false,true,false,false,SEV,SEV,3budh3j9xivsid3ptm8ptpy4k,RAY,RAY,184,W 2-1,Luis García,13,162.00,35.6%,42.2%,23,17,5,40,49,60.5%,42.0%,47.0%,24,13,45,14,45,7.00,32,1,60.3%,5,9,0,44,94,160,116,94,254,6,2,0,0,43.9%,140,2.19,53.7%,34,11,5,5,207,33.3,14.00,-,28.1%,3.1%,25.0%,23.4%,21.4,43.9%,13,24,2
